elapsed_time,steer_angle,wheel_speed_fl,wheel_speed_fr,wheel_speed_rl,wheel_speed_rr,yaw_rate,acc_x,acc_y,true_vx,true_x,true_y,true_yaw
28.2,-2.963,78.0,76.0,80.0,73.0,-0.052,-7.61,-0.242,1.911,44.557,1.896,6.238
28.22,-2.963,71.0,69.0,73.0,67.0,-0.045,-7.367,-0.554,1.743,44.589,1.902,6.238
28.24,-2.896,63.0,62.0,65.0,59.0,-0.038,-6.842,-0.499,1.589,44.622,1.9,6.237
28.26,-2.896,57.0,55.0,58.0,53.0,-0.037,-6.391,-0.006,1.438,44.653,1.897,6.236
28.28,-2.896,50.0,49.0,51.0,53.0,-0.035,-5.873,0.239,1.292,44.681,1.895,6.235
28.29,-2.88,45.0,44.0,45.0,47.0,-0.035,-5.936,-0.019,1.222,44.693,1.894,6.235
28.31,-2.88,38.0,38.0,38.0,40.0,-0.029,-6.325,-0.158,1.082,44.714,1.891,6.235
28.33,-2.896,32.0,32.0,33.0,35.0,-0.023,-5.725,-0.204,0.947,44.732,1.888,6.236
28.35,-2.896,27.0,27.0,28.0,29.0,-0.021,-5.112,-0.244,0.82,44.75,1.886,6.235
28.37,-2.896,22.0,22.0,23.0,25.0,-0.025,-4.565,-0.543,0.699,44.766,1.884,6.235
28.39,-2.912,18.0,18.0,18.0,19.0,-0.03,-4.257,-0.225,0.584,44.779,1.882,6.234
28.41,-2.912,15.0,12.0,17.0,16.0,-0.027,-3.194,0.014,0.501,44.8,1.882,6.236
28.43,-2.912,12.0,11.0,11.0,13.0,-0.023,-2.562,-0.164,0.405,44.809,1.88,6.235
28.45,-2.912,11.0,9.0,9.0,11.0,-0.009,-2.062,0.028,0.325,44.817,1.878,6.235
28.47,-2.912,10.0,9.0,6.0,8.0,-0.014,-1.044,0.046,0.257,44.822,1.876,6.234
28.49,-2.896,6.0,1.0,8.0,5.0,-0.018,-1.854,0.207,0.205,44.827,1.874,6.234
28.51,-2.896,0.0,1.0,2.0,1.0,-0.017,-7.321,-0.196,0.189,44.842,1.877,6.235
28.53,-2.912,0.0,0.0,-1.0,0.0,-0.009,-2.413,-0.509,0.07,44.845,1.876,6.235
28.55,-2.912,-1.0,0.0,0.0,0.0,-0.01,3.878,-0.162,0.0,44.845,1.876,6.235
28.57,-2.912,0.0,0.0,0.0,0.0,-0.019,2.925,0.128,0.0,44.845,1.876,6.235
28.59,-2.896,0.0,1.0,0.0,0.0,-0.02,-0.712,-0.009,0.0,44.845,1.876,6.235
