elapsed_time,steer_angle,wheel_speed_fl,wheel_speed_fr,wheel_speed_rl,wheel_speed_rr,yaw_rate,acc_x,acc_y,true_vx,true_x,true_y,true_yaw
10.28,6.461,629.0,668.0,636.0,673.0,0.619,5.342,8.497,13.148,57.951,18.232,3.787
10.3,6.154,632.0,672.0,638.0,682.0,0.64,4.4,10.09,13.278,57.714,18.078,3.801
10.32,6.154,640.0,678.0,649.0,687.0,0.632,4.657,8.194,13.383,57.505,17.913,3.813
10.34,5.805,644.0,681.0,645.0,690.0,0.599,2.714,6.485,13.488,57.296,17.744,3.825
10.36,5.805,650.0,686.0,645.0,691.0,0.575,3.043,4.992,13.584,57.088,17.571,3.837
10.38,5.805,655.0,687.0,653.0,695.0,0.532,2.005,8.433,13.672,56.88,17.395,3.849
10.4,5.347,658.0,687.0,655.0,694.0,0.458,2.498,8.129,13.715,56.693,17.216,3.861
10.42,5.347,661.0,687.0,659.0,693.0,0.4,2.79,8.577,13.746,56.508,17.034,3.872
10.44,5.347,664.0,689.0,661.0,693.0,0.379,3.238,1.825,13.802,56.306,16.848,3.883
10.46,5.347,667.0,692.0,668.0,695.0,0.36,2.743,1.581,13.856,56.105,16.658,3.892
10.48,5.347,663.0,690.0,669.0,693.0,0.317,-1.528,6.308,13.908,55.904,16.466,3.901
10.5,4.112,665.0,687.0,665.0,688.0,0.279,-4.863,3.599,14.03,55.677,16.248,3.907
10.52,4.112,661.0,680.0,660.0,678.0,0.25,-7.317,3.068,14.045,55.477,16.05,3.914
10.54,3.565,655.0,677.0,650.0,668.0,0.252,-8.288,2.157,14.021,55.278,15.852,3.921
10.56,3.565,649.0,669.0,638.0,658.0,0.23,-8.93,2.26,13.952,55.081,15.653,3.927
10.58,3.565,637.0,659.0,635.0,645.0,0.195,-9.661,1.803,13.837,54.886,15.455,3.932
10.6,3.014,639.0,650.0,626.0,634.0,0.157,-9.715,1.821,13.66,54.701,15.267,3.938
10.62,3.014,632.0,642.0,620.0,627.0,0.12,-7.56,-0.876,13.493,54.512,15.071,3.942
10.64,2.39,623.0,634.0,607.0,621.0,0.107,-8.529,0.764,13.319,54.326,14.878,3.946
10.66,2.39,612.0,622.0,603.0,611.0,0.075,-8.229,0.03,13.145,54.143,14.686,3.949
10.68,2.39,605.0,610.0,599.0,611.0,0.022,-7.458,-1.59,12.972,53.962,14.497,3.952
10.7,1.734,603.0,600.0,578.0,603.0,-0.017,-8.933,-0.763,12.757,53.799,14.326,3.954
10.72,1.734,594.0,594.0,588.0,591.0,-0.067,-9.276,-0.777,12.545,53.64,14.158,3.955
10.74,0.944,588.0,582.0,582.0,581.0,-0.127,-8.344,-2.499,12.378,53.468,13.977,3.956
10.76,0.944,576.0,572.0,577.0,572.0,-0.173,-8.371,-3.263,12.212,53.298,13.799,3.956
10.78,0.944,574.0,562.0,568.0,555.0,-0.239,-6.771,-4.053,12.047,53.13,13.623,3.954
10.8,0.106,571.0,553.0,562.0,537.0,-0.298,-6.62,-4.559,11.912,52.957,13.443,3.95
10.82,0.106,569.0,549.0,559.0,513.0,-0.354,-6.046,-4.375,11.759,52.792,13.273,3.947
10.84,-0.755,565.0,542.0,552.0,502.0,-0.407,-5.02,-6.108,11.618,52.628,13.106,3.942
10.86,-0.755,559.0,536.0,545.0,503.0,-0.447,-4.922,-4.213,11.488,52.464,12.942,3.936
10.88,-0.755,556.0,528.0,543.0,501.0,-0.47,-4.668,-4.612,11.37,52.301,12.781,3.93
10.9,-1.667,554.0,523.0,540.0,482.0,-0.5,-5.641,-5.514,11.294,52.134,12.608,3.92
10.92,-1.667,548.0,513.0,541.0,475.0,-0.523,-5.077,-5.553,11.189,51.972,12.452,3.912
10.93,-2.643,543.0,509.0,534.0,467.0,-0.531,-5.301,-7.607,11.137,51.891,12.375,3.907
10.95,-2.643,538.0,503.0,533.0,481.0,-0.575,-4.548,-10.388,11.034,51.728,12.223,3.898
10.97,-2.643,533.0,498.0,530.0,483.0,-0.608,-4.594,-8.082,10.933,51.566,12.075,3.888
10.99,-3.754,531.0,490.0,527.0,484.0,-0.63,-4.974,-5.912,10.834,51.403,11.93,3.877
11.01,-3.754,522.0,483.0,519.0,481.0,-0.626,-4.335,-10.294,10.664,51.276,11.799,3.867
11.03,-4.899,527.0,485.0,520.0,477.0,-0.699,-2.565,-9.336,10.571,51.114,11.66,3.855
11.05,-4.899,529.0,478.0,520.0,471.0,-0.783,-2.54,-6.153,10.489,50.952,11.526,3.842
11.07,-4.899,528.0,477.0,524.0,471.0,-0.833,-1.414,-12.002,10.419,50.789,11.395,3.829
11.09,-6.029,524.0,476.0,524.0,473.0,-0.855,-0.241,-10.568,10.364,50.625,11.267,3.815
11.11,-6.029,528.0,470.0,525.0,473.0,-0.857,-0.143,-4.408,10.33,50.458,11.143,3.8
11.13,-6.029,527.0,466.0,522.0,469.0,-0.852,0.329,-6.699,10.306,50.29,11.022,3.784
11.15,-7.123,524.0,464.0,524.0,467.0,-0.898,0.18,-7.54,10.292,50.121,10.904,3.768
11.17,-7.123,524.0,467.0,521.0,468.0,-0.915,-0.964,-11.661,10.286,49.951,10.789,3.751
11.19,-8.099,521.0,468.0,524.0,464.0,-0.902,-0.947,-14.603,10.28,49.778,10.677,3.733
11.21,-8.099,519.0,468.0,521.0,461.0,-0.929,-0.811,-9.776,10.36,49.577,10.532,3.717
11.23,-8.976,523.0,464.0,521.0,462.0,-0.968,-0.659,-12.064,10.351,49.401,10.423,3.699
11.25,-8.976,522.0,465.0,520.0,459.0,-0.963,0.044,-9.127,10.341,49.223,10.318,3.681
11.27,-8.976,522.0,462.0,519.0,457.0,-0.968,0.03,-6.544,10.332,49.042,10.217,3.662
11.29,-8.976,520.0,459.0,518.0,455.0,-0.997,-0.25,-9.392,10.327,48.86,10.12,3.643
11.31,-8.976,521.0,461.0,521.0,455.0,-1.043,0.043,-11.487,10.281,48.698,10.024,3.627
11.33,-8.976,523.0,459.0,521.0,453.0,-1.065,-0.215,-10.667,10.282,48.514,9.933,3.607
11.35,-10.509,527.0,458.0,520.0,453.0,-1.082,-0.593,-11.245,10.283,48.328,9.846,3.587
11.37,-10.509,525.0,457.0,522.0,453.0,-1.097,-0.375,-11.19,10.283,48.14,9.761,3.567
11.39,-11.13,523.0,453.0,520.0,452.0,-1.099,-0.383,-11.313,10.281,47.951,9.681,3.546
11.41,-11.13,521.0,455.0,520.0,451.0,-1.096,0.021,-10.383,10.31,47.741,9.617,3.524
11.43,-11.635,518.0,453.0,518.0,449.0,-1.124,-0.394,-10.726,10.307,47.547,9.546,3.502
11.45,-11.635,520.0,451.0,520.0,447.0,-1.135,-0.621,-11.39,10.303,47.352,9.479,3.48
11.47,-11.635,520.0,453.0,517.0,447.0,-1.111,-0.79,-12.409,10.299,47.156,9.417,3.458
11.49,-12.006,518.0,452.0,515.0,447.0,-1.063,-1.078,-8.229,10.293,46.958,9.358,3.435
11.51,-12.006,515.0,453.0,511.0,444.0,-1.06,-0.071,-8.501,10.242,46.778,9.295,3.415
11.53,-12.074,513.0,452.0,514.0,440.0,-1.06,0.454,-11.64,10.232,46.58,9.244,3.393
11.55,-12.074,512.0,451.0,512.0,442.0,-1.048,-0.329,-8.976,10.224,46.381,9.196,3.371
11.57,-12.074,513.0,452.0,509.0,443.0,-1.02,-0.948,-8.06,10.217,46.181,9.153,3.349
11.59,-12.042,512.0,451.0,507.0,443.0,-0.995,-0.72,-10.153,10.211,45.981,9.114,3.328
11.61,-12.042,510.0,449.0,506.0,441.0,-0.968,-0.785,-9.803,10.018,45.863,9.115,3.314
11.63,-11.939,506.0,445.0,501.0,443.0,-0.938,-1.298,-8.717,10.011,45.665,9.084,3.294
11.65,-11.939,501.0,443.0,500.0,444.0,-0.891,-1.34,-8.748,9.998,45.467,9.057,3.274
11.67,-11.939,497.0,440.0,496.0,445.0,-0.845,-2.341,-10.135,9.979,45.268,9.035,3.254
11.69,-11.738,496.0,441.0,487.0,442.0,-0.818,-2.97,-9.37,9.955,45.07,9.015,3.236
11.71,-11.738,494.0,442.0,486.0,438.0,-0.807,-2.479,-7.211,9.878,44.891,8.992,3.223
11.73,-11.469,490.0,441.0,484.0,434.0,-0.806,-2.849,-6.703,9.836,44.694,8.978,3.206
11.75,-11.469,485.0,436.0,477.0,429.0,-0.814,-3.129,-7.127,9.786,44.498,8.969,3.189
11.77,-11.469,481.0,431.0,477.0,420.0,-0.819,-2.979,-5.852,9.731,44.303,8.962,3.173
11.79,-11.114,476.0,427.0,477.0,409.0,-0.834,-3.683,-6.349,9.671,44.109,8.959,3.156
11.81,-11.114,473.0,420.0,472.0,405.0,-0.851,-4.357,-8.067,9.668,43.892,8.972,3.14
11.83,-11.114,471.0,413.0,468.0,397.0,-0.868,-4.876,-8.25,9.603,43.699,8.976,3.123
11.85,-10.928,469.0,411.0,464.0,388.0,-0.912,-4.76,-9.59,9.53,43.507,8.982,3.107
11.87,-10.928,465.0,408.0,461.0,387.0,-0.936,-4.635,-10.344,9.451,43.318,8.991,3.09
11.89,-10.829,461.0,402.0,455.0,392.0,-0.936,-4.087,-10.647,9.365,43.13,9.003,3.072
11.91,-10.829,453.0,399.0,453.0,390.0,-0.926,-4.439,-7.988,9.14,43.001,9.006,3.054
11.93,-10.829,449.0,394.0,449.0,384.0,-0.909,-3.875,-7.576,9.05,42.82,9.023,3.035
11.95,-10.947,448.0,390.0,442.0,374.0,-0.914,-3.462,-7.345,8.962,42.641,9.044,3.017
11.97,-10.947,445.0,387.0,439.0,364.0,-0.948,-2.839,-7.311,8.879,42.464,9.069,2.998
11.99,-11.165,443.0,383.0,436.0,353.0,-0.973,-2.946,-7.464,8.804,42.289,9.097,2.98
12.01,-11.165,439.0,380.0,435.0,346.0,-0.994,-3.033,-7.381,8.711,42.142,9.165,2.964
12.03,-11.165,435.0,376.0,432.0,350.0,-1.006,-3.184,-9.213,8.649,41.972,9.201,2.945
12.05,-11.45,431.0,374.0,429.0,355.0,-0.993,-2.939,-9.003,8.59,41.804,9.24,2.925
12.07,-11.45,429.0,372.0,427.0,355.0,-0.966,-3.215,-7.66,8.533,41.638,9.282,2.906
12.09,-11.789,426.0,368.0,422.0,350.0,-0.943,-3.768,-7.237,8.476,41.473,9.327,2.886
12.11,-11.789,422.0,365.0,417.0,350.0,-0.933,-3.775,-8.367,8.397,41.326,9.383,2.87
12.13,-11.789,417.0,361.0,412.0,350.0,-0.916,-3.766,-7.41,8.335,41.166,9.434,2.85
12.15,-12.192,412.0,357.0,408.0,344.0,-0.909,-3.847,-7.343,8.272,41.009,9.488,2.831
12.17,-12.192,408.0,354.0,402.0,337.0,-0.918,-3.925,-7.34,8.205,40.854,9.544,2.812
12.19,-12.682,403.0,350.0,400.0,330.0,-0.961,-4.148,-6.935,8.135,40.701,9.602,2.794
12.21,-12.682,403.0,344.0,398.0,323.0,-0.989,-4.38,-7.219,8.094,40.554,9.695,2.777
12.23,-12.682,402.0,340.0,393.0,314.0,-1.01,-4.752,-8.413,8.022,40.406,9.761,2.758
12.25,-13.136,398.0,334.0,391.0,313.0,-1.031,-4.773,-9.534,7.946,40.261,9.829,2.739
12.27,-13.136,393.0,330.0,384.0,319.0,-1.018,-4.07,-8.083,7.866,40.119,9.899,2.72
12.29,-13.69,388.0,327.0,381.0,314.0,-1.017,-3.521,-7.466,7.785,39.98,9.971,2.7
12.31,-13.69,385.0,324.0,377.0,300.0,-1.058,-3.111,-7.973,7.589,39.883,10.013,2.681
12.33,-13.69,384.0,320.0,375.0,285.0,-1.099,-2.943,-7.659,7.513,39.751,10.087,2.661
12.35,-14.33,381.0,317.0,375.0,278.0,-1.131,-3.295,-6.947,7.444,39.622,10.163,2.64
12.37,-14.33,380.0,312.0,373.0,274.0,-1.144,-4.198,-8.198,7.383,39.496,10.241,2.619
12.39,-15.123,378.0,307.0,370.0,287.0,-1.163,-3.69,-9.437,7.324,39.372,10.321,2.597
12.41,-15.123,376.0,305.0,368.0,292.0,-1.165,-3.199,-9.117,7.268,39.259,10.416,2.574
12.43,-15.123,373.0,303.0,366.0,285.0,-1.188,-2.437,-9.292,7.209,39.142,10.501,2.551
12.45,-16.016,373.0,302.0,364.0,281.0,-1.223,-1.651,-9.452,7.152,39.027,10.588,2.528
12.47,-16.016,372.0,300.0,364.0,280.0,-1.252,-1.022,-9.027,7.1,38.916,10.678,2.504
12.49,-17.043,372.0,299.0,364.0,284.0,-1.271,-0.544,-7.904,7.059,38.807,10.769,2.48
12.51,-17.043,371.0,295.0,365.0,285.0,-1.283,-0.759,-7.395,6.973,38.735,10.857,2.458
12.53,-17.043,370.0,295.0,366.0,286.0,-1.274,-0.979,-9.042,6.957,38.634,10.953,2.434
12.55,-18.154,370.0,298.0,364.0,286.0,-1.249,-0.772,-9.142,6.948,38.535,11.051,2.409
12.57,-18.154,371.0,297.0,363.0,286.0,-1.258,-0.565,-10.284,6.943,38.439,11.152,2.383
12.59,-19.2,373.0,297.0,361.0,284.0,-1.304,-0.325,-8.32,6.94,38.346,11.255,2.358
12.61,-19.2,375.0,298.0,364.0,282.0,-1.358,0.145,-6.835,6.941,38.255,11.361,2.334
12.63,-19.2,375.0,293.0,365.0,281.0,-1.375,-0.261,-7.359,6.944,38.167,11.469,2.309
12.65,-20.243,373.0,294.0,365.0,281.0,-1.373,-0.337,-9.807,6.95,38.081,11.578,2.283
12.67,-20.243,372.0,293.0,366.0,282.0,-1.363,-0.511,-11.185,6.959,37.998,11.69,2.256
12.69,-21.354,372.0,296.0,367.0,282.0,-1.373,-1.254,-10.395,6.965,37.917,11.804,2.229
12.71,-21.354,375.0,294.0,366.0,281.0,-1.412,-1.525,-8.454,6.923,37.866,11.91,2.205
12.73,-21.354,377.0,291.0,368.0,276.0,-1.474,-1.673,-9.428,6.922,37.793,12.028,2.177
12.75,-22.467,379.0,294.0,366.0,272.0,-1.533,-0.659,-10.052,6.916,37.723,12.148,2.149
12.77,-22.467,381.0,291.0,370.0,268.0,-1.578,0.077,-9.792,6.91,37.657,12.269,2.121
12.79,-23.51,381.0,291.0,372.0,269.0,-1.604,-0.367,-11.19,6.906,37.594,12.393,2.092
12.81,-23.51,380.0,292.0,372.0,269.0,-1.594,-0.688,-10.807,6.833,37.547,12.492,2.06
12.83,-23.51,378.0,291.0,371.0,273.0,-1.59,-1.11,-11.541,6.832,37.492,12.617,2.029
12.85,-24.486,379.0,291.0,373.0,271.0,-1.569,-1.037,-11.99,6.831,37.44,12.744,1.998
12.87,-24.486,381.0,293.0,371.0,272.0,-1.553,0.271,-10.339,6.829,37.392,12.872,1.966
